; Some pipe(|) separated metadata about all LibriVox readers, whose work was used
; in the corpus.
;
; The meaning of the fields in left-to-right order is as follows:
;
; reader_id: the ID of the reader in the LibriVox's database
; gender: 'F' for female, 'M' for male
; subset: the corpus subset to which the reader's audio is assigned
; duration: total number of minutes of speech by the reader, included in the corpus
; name: the name under which the reader is registered in LibriVox
;
;ID  |SEX| SUBSET           |MINUTES| NAME
3261 | M | train-other-500  | 16.03 | fourgrays
3268 | M | train-other-500  | 30.06 | Patrick McHaffie
3271 | M | train-other-500  | 19.99 | Ancient mariner
3272 | M | train-other-500  | 19.89 | Matthew_J_Almeida
3274 | M | train-clean-360  | 25.26 | Morgan Saletta
3285 | M | train-other-500  | 30.03 | David Collins
3288 | M | train-other-500  | 30.09 | Euan Bayliss
3289 | M | train-clean-360  | 25.06 | lukeprog
3290 | F | train-other-500  | 29.75 | Marian Martin
3294 | F | train-clean-360  | 19.45 | Marcy Fraser
3307 | M | train-clean-360  | 25.06 | Doug Allison
3314 | F | train-other-500  | 30.14 | Carol Stripling
3318 | F | train-other-500  | 30.19 | Magdalena
3319 | F | train-other-500  | 28.56 | mjbrichant
3328 | M | train-clean-360  | 25.16 | Al Dano
3330 | F | train-clean-360  | 25.10 | B. G. Oxford
3331 | F | test-other       | 10.08 | Peggy
3334 | F | train-other-500  | 14.57 | joi
3340 | M | train-clean-360  | 25.12 | Preston McConkie
3346 | F | train-other-500  | 30.03 | Hannah Dowell
3347 | F | train-clean-360  | 25.23 | tornadogrrrl
3356 | F | train-other-500  | 20.03 | Diana Solomon
3357 | F | train-clean-360  | 24.37 | swade
3361 | F | train-clean-360  | 25.19 | Linda Lee Paquet
3368 | M | train-clean-360  | 25.19 | Jim Allman
3370 | M | train-clean-360  | 25.16 | Glenn Simonsen
3373 | M | train-other-500  | 18.98 | cvd
3374 | M | train-clean-100  | 25.17 | Craig Campbell
3379 | F | train-clean-360  | 25.09 | Kele
3380 | F | train-clean-360  | 25.06 | DrBeccaAnne
3381 | M | train-other-500  | 2.99  | Cagliostro
3389 | M | train-clean-360  | 25.25 | von
3394 | F | train-other-500  | 30.03 | Jackie Provau
3400 | F | train-other-500  | 17.98 | Laura Davis
3409 | F | train-other-500  | 30.24 | Philippa Brodie
3411 | F | train-other-500  | 28.43 | SuD
3417 | M | train-other-500  | 17.97 | Albatross
3433 | M | train-other-500  | 30.24 | Bob Sherman
3436 | M | train-clean-100  | 25.25 | Anders Lankford
3440 | F | train-clean-100  | 25.18 | Heidi Will
3446 | F | train-clean-360  | 25.24 | kayo
3448 | M | train-clean-360  | 25.24 | Todd Lennon
3465 | F | train-other-500  | 29.59 | ravenotation
3467 | F | train-other-500  | 30.23 | js392
3470 | M | train-other-500  | 30.11 | Jason Mills
3479 | F | train-other-500  | 30.09 | Karan Yamada
3482 | F | train-clean-360  | 25.22 | Hayden
3483 | M | train-clean-360  | 25.20 | Alan Winterrowd
3486 | M | train-clean-100  | 25.08 | Robin Balmer
3488 | M | train-other-500  | 17.57 | Tom Weiss
3490 | M | train-clean-360  | 25.10 | Gregg Margarite (1957-2012)
3493 | F | train-clean-360  | 21.49 | Gail Mattern
3500 | F | train-other-500  | 28.86 | B. Treadgold
3503 | M | train-other-500  | 28.15 | Christian Al-Kadi
3513 | F | train-clean-360  | 25.01 | Symmie
3521 | M | train-clean-360  | 25.07 | NickNumber
3526 | F | train-clean-100  | 25.18 | Bereni
3528 | F | test-other       | 10.26 | minimoose83
3536 | F | dev-clean        | 8.15  | Arielle Lipshaw
3537 | F | train-clean-360  | 25.10 | Tracy Datlen
3538 | F | test-other       | 10.03 | Wyndelyn
3540 | M | train-clean-360  | 24.55 | Bill Ruhsam
3541 | M | train-other-500  | 30.14 | Termin Dyan
3546 | F | train-clean-360  | 25.21 | Jeannie
3547 | M | train-other-500  | 30.11 | BenW
3549 | F | train-clean-360  | 25.05 | Katie Riley
3551 | F | train-clean-360  | 25.10 | Annie Kirkpatrick
3553 | M | train-other-500  | 25.03 | Luc Kordas
3554 | F | train-other-500  | 30.06 | LaraC, Louisville, KY
3557 | F | train-other-500  | 30.08 | Rachel Triska
3559 | F | train-other-500  | 30.06 | Kerry Hiles
3564 | F | train-other-500  | 24.04 | Vanessa
3567 | M | train-other-500  | 30.12 | David Lazarus
3570 | F | test-clean       | 8.05  | sarac
3571 | M | train-other-500  | 23.68 | HarryInk
3575 | F | test-clean       | 8.06  | supergirl
3576 | F | dev-clean        | 8.00  | JudyGibson
3584 | F | train-clean-360  | 22.30 | Bridget Gaige
3587 | M | train-other-500  | 25.46 | John Nixon
3588 | F | train-other-500  | 30.06 | Neeru Iyer
3592 | M | train-other-500  | 10.77 | Paul McCartan
3595 | M | train-other-500  | 30.07 | Martin Geeson
3598 | F | train-other-500  | 26.07 | Dawn
3606 | M | train-other-500  | 28.34 | Ashwath Ganesan
3607 | M | train-clean-100  | 22.10 | Richard Wallis
3615 | F | train-clean-360  | 25.05 | Lucy Perry
3618 | M | train-other-500  | 26.32 | Timothy Ferguson
3630 | F | train-clean-360  | 12.45 | Rachel Gatwood
3638 | F | train-clean-360  | 25.16 | AmyG
3641 | F | train-other-500  | 25.50 | Joelle Peebles
3645 | F | train-clean-360  | 25.08 | MaryAnn
3647 | F | train-other-500  | 30.24 | Channe
3650 | M | train-other-500  | 23.18 | Jonathan Ross
3654 | M | train-clean-360  | 25.09 | Mark Wilson
3656 | M | train-other-500  | 30.26 | Kai Lu
3657 | M | train-other-500  | 30.03 | Bellona Times
3660 | M | dev-other        | 10.26 | Russ Clough
3663 | F | dev-other        | 10.13 | ppezz
3664 | M | train-clean-100  | 25.06 | Barry Eads
3665 | M | train-other-500  | 24.95 | C.J. Casey
3675 | F | train-other-500  | 26.63 | Linda Ferguson
3679 | F | train-other-500  | 20.97 | veronasser
3681 | F | train-other-500  | 30.09 | Ann Boulais
3686 | M | train-clean-360  | 25.07 | Doug Delisle
3691 | M | train-other-500  | 29.41 | Hollis Hanover
3698 | F | train-other-500  | 30.04 | Nadine Eckert-Boulet
3699 | M | train-clean-100  | 25.15 | Bruce Pirie
3703 | F | train-clean-360  | 25.06 | Linda Andrus
3717 | M | train-clean-360  | 25.09 | Elliott Miller
3723 | M | train-clean-100  | 25.07 | Kevin Lavin
3728 | F | train-clean-360  | 25.17 | amycs
3729 | F | test-clean       | 8.03  | Heather Hogan
3733 | F | train-clean-360  | 25.01 | Melanie Schleeter McCalmont
3738 | F | train-clean-360  | 25.01 | Collee McKinnon
3744 | M | train-other-500  | 28.62 | Jonathan Burchard
3747 | M | train-other-500  | 15.39 | Keith Henige
3752 | M | dev-clean        | 8.06  | Mark Welch
3757 | F | train-other-500  | 18.90 | EmAllise
3764 | F | test-other       | 10.12 | Gabrielle Lambrick
3779 | F | train-other-500  | 30.11 | Rachel Steely
3780 | M | train-other-500  | 29.90 | Pete
3781 | F | train-clean-360  | 25.02 | Celena Arter
3783 | M | train-other-500  | 16.30 | TexasSteve
3790 | F | train-clean-360  | 25.10 | hpark
3792 | M | train-clean-360  | 16.38 | Brian Keith Barnes
3793 | M | train-other-500  | 30.18 | Nathan
3796 | M | train-other-500  | 26.72 | Mario Pineda
3798 | F | train-other-500  | 30.22 | Bianca Kramer
3807 | M | train-clean-100  | 22.31 | Jesse Noar
3816 | F | train-clean-360  | 25.05 | Bev J Stevens
3819 | M | train-other-500  | 30.04 | StarrDog
3825 | M | train-clean-360  | 17.60 | Matt Wills
3830 | M | train-clean-100  | 24.01 | rymd80
3835 | M | train-clean-360  | 18.92 | M.White
3843 | F | train-other-500  | 30.16 | storm
3845 | M | train-other-500  | 30.22 | Ray Smith
3848 | F | train-other-500  | 28.82 | skoval
3851 | F | train-clean-360  | 25.26 | mbousquet
3852 | F | train-clean-360  | 22.37 | selniff
3853 | F | dev-clean        | 8.05  | M. Bertke
3857 | M | train-clean-100  | 25.17 | Epistomolus
3864 | M | train-clean-360  | 24.20 | Tom Watts
3866 | M | train-clean-360  | 25.12 | SilverG
3867 | F | train-other-500  | 28.37 | Roberta Carlisle
3869 | M | train-clean-360  | 25.02 | Timothy Pinkham
3871 | M | train-other-500  | 29.98 | Figura
3876 | F | train-clean-360  | 25.03 | Frances Marcinkiewicz
3879 | F | train-clean-100  | 25.10 | Keneva
3885 | F | train-other-500  | 24.69 | Elli
3889 | F | train-clean-360  | 25.07 | Alina
3894 | M | train-other-500  | 18.14 | Indy Gosal
3895 | M | train-other-500  | 13.98 | porlob
3896 | M | train-other-500  | 30.23 | Will Zufall
3905 | F | train-clean-360  | 23.23 | J. Rebecca Franklin
3906 | F | train-other-500  | 30.04 | tabithat
3909 | F | train-other-500  | 30.03 | Evelyn Clarke
3911 | F | train-other-500  | 18.56 | Joseph Couves
3912 | M | train-other-500  | 30.18 | Bob Neufeld
3914 | M | train-clean-360  | 25.22 | Rob James
3915 | F | dev-other        | 10.32 | JenniferW
3922 | F | train-clean-360  | 25.20 | Ashley Candland
3923 | M | train-clean-360  | 25.10 | Sean Michael Hogan
3925 | F | train-other-500  | 14.78 | Viglione
3926 | F | train-other-500  | 29.85 | Denise Lacey
3927 | M | train-clean-360  | 25.16 | Bob Stretch
3928 | F | train-other-500  | 30.11 | Marianne Coleman-Hipkins
3934 | F | train-other-500  | 21.35 | Lynne Carroll
3945 | M | train-clean-360  | 22.57 | Floyd Wilde
3947 | F | train-clean-100  | 22.43 | johnell
3955 | M | train-other-500  | 24.95 | Fredrik Karlsson
3959 | M | train-other-500  | 30.24 | rjhargrav
3962 | M | train-other-500  | 25.43 | writerboyontour
3967 | F | train-clean-360  | 21.86 | Christine Dufour
3969 | F | train-other-500  | 30.01 | CM Slosson
3972 | F | train-clean-360  | 25.07 | Joy Easton
3977 | M | train-clean-360  | 25.11 | LivelyHive
3979 | F | train-clean-360  | 25.14 | Dale A. Bade
3982 | F | train-clean-100  | 25.07 | Kate Adams
3983 | F | train-clean-100  | 25.01 | lavocedorata
3989 | M | train-clean-360  | 25.06 | Rayne
3990 | F | train-other-500  | 28.44 | Jessi
3992 | F | train-other-500  | 30.24 | perpetualdreamworld
3994 | F | train-clean-360  | 25.09 | Miriam Esther Goldman
3997 | F | test-other       | 10.31 | Sophia Choi
4005 | F | train-other-500  | 30.14 | Jhiu
4009 | F | train-other-500  | 29.26 | Diana Majlinger
4010 | M | train-clean-360  | 25.19 | David Baldwin
4013 | M | train-clean-360  | 25.14 | Kevin Maxson
4014 | M | train-clean-100  | 25.20 | Tom Clifton
4015 | M | train-other-500  | 30.01 | JimOCR
4017 | M | train-other-500  | 28.96 | gsolgaard
4018 | M | train-clean-100  | 25.17 | Nicholas Clifford
4019 | M | train-other-500  | 27.31 | brrrrrr6
4020 | M | train-other-500  | 17.91 | Linda
4021 | F | train-other-500  | 30.21 | Linda Woods
4034 | F | train-other-500  | 30.24 | Sienna
4039 | M | train-clean-360  | 25.15 | Shawn Craig Smith
4042 | M | train-other-500  | 30.02 | Ryan DeRamos
4044 | F | train-clean-360  | 23.50 | serenitylee
4051 | F | train-clean-100  | 25.14 | Liz Devens
4054 | M | train-clean-360  | 15.16 | Ryan Gubele
4057 | F | train-clean-360  | 25.26 | RoseA
4059 | M | train-other-500  | 29.84 | Troy Bond
4063 | F | train-other-500  | 16.23 | Abigail Bartels
4064 | F | train-clean-360  | 25.12 | Margaret Espaillat
4071 | F | train-clean-360  | 25.04 | Nichelle von Lauder
4077 | M | test-clean       | 8.14  | Nathan Markham
4078 | M | train-other-500  | 21.58 | Richard Kilmer
4085 | M | train-other-500  | 18.85 | Paul P Miller
4088 | F | train-clean-100  | 25.15 | Blazin48
4090 | F | train-other-500  | 25.53 | madmouth
4098 | F | train-clean-360  | 25.04 | Rachell Lovett
4104 | F | train-other-500  | 28.44 | Linda Dodge
4108 | M | train-clean-360  | 25.21 | garymacf
4110 | M | train-clean-360  | 25.18 | Richard Ellwood
4111 | F | train-clean-360  | 25.07 | Rachel P.
4116 | F | train-clean-360  | 25.06 | Amy Benton
4122 | M | train-other-500  | 29.44 | Wendel Topper
4133 | M | train-clean-360  | 24.12 | BigStory
4137 | F | train-clean-100  | 24.92 | Sarah LuAnn
4138 | F | train-clean-360  | 21.69 | daltongirl
4145 | F | train-clean-360  | 25.20 | Patti Cunningham
4148 | M | train-clean-360  | 25.18 | David A. Moore.
4152 | M | train-clean-360  | 25.18 | Ata Khudayberdiev
4153 | F | dev-other        | 10.01 | Hilara
4156 | F | train-other-500  | 30.03 | Caroline Shapiro
4160 | F | train-clean-100  | 25.09 | Rosie
4161 | M | train-other-500  | 20.59 | Daniel Paashaus
4172 | M | train-other-500  | 29.53 | Graeme Dunlop
4174 | F | train-other-500  | 30.01 | Availle
4179 | M | train-other-500  | 30.18 | Robert Keiper
4189 | F | train-other-500  | 28.25 | Megan Argo
4191 | M | train-other-500  | 22.03 | Grant Hurlock
4192 | F | train-other-500  | 18.59 | MaryModern
4193 | M | train-other-500  | 30.23 | Ethan Rampton
4195 | F | train-clean-100  | 25.08 | bj
4196 | M | train-other-500  | 30.09 | Jim Clevenger
4198 | M | test-other       | 10.14 | Examinfo
4205 | M | train-other-500  | 22.17 | psi_mon
4211 | F | train-other-500  | 27.31 | A. Knight
4214 | F | train-clean-100  | 17.45 | A. Janelle Risa
4216 | F | train-other-500  | 30.02 | Hannah Skoonberg
4217 | M | train-other-500  | 30.06 | Brendan Tannam
4218 | M | train-other-500  | 29.74 | David Cole
4222 | F | train-clean-360  | 25.22 | msjodi777
4225 | F | train-other-500  | 26.78 | gmiteva
4226 | M | train-clean-360  | 25.12 | Jud Niven
4234 | F | train-other-500  | 30.02 | laineyben
4235 | F | train-other-500  | 28.44 | Haylayer Flaga
4236 | M | train-clean-360  | 16.01 | Nicholas Feulner
4238 | F | train-clean-360  | 24.09 | Chela
4243 | M | train-clean-360  | 25.16 | Ian Grae
4246 | M | train-clean-360  | 15.61 | JLaddJr
4257 | M | train-clean-360  | 22.42 | garbageman99
4260 | F | train-clean-360  | 23.54 | Clacas
4262 | F | train-other-500  | 23.66 | LoraBeth Davis
4263 | F | train-other-500  | 29.88 | Chelsea Baker
4267 | M | train-clean-100  | 25.14 | Ric F
4273 | F | train-other-500  | 13.25 | as101
4277 | M | train-other-500  | 19.92 | JohanG
4278 | M | train-clean-360  | 25.07 | smhamon
4280 | F | train-other-500  | 27.64 | BB
4289 | F | train-clean-360  | 22.49 | Veronica Jenkins
4290 | M | train-clean-360  | 25.01 | Joshua Paul Johnson
4294 | F | test-other       | 10.17 | Jessamy Gloor
4295 | M | train-other-500  | 30.17 | Slawek
4297 | F | train-clean-100  | 25.04 | Tina Horning
4305 | F | train-other-500  | 18.60 | Aspergine
4310 | F | train-other-500  | 10.29 | grace4him
4313 | F | train-other-500  | 29.54 | May Low
4321 | F | train-other-500  | 30.03 | Xenutia
4323 | F | dev-other        | 10.02 | BookAngel7
4327 | F | train-other-500  | 30.01 | brokenaltar
4331 | F | train-clean-360  | 24.77 | Barbara Clements
4335 | M | train-clean-360  | 21.74 | davidb
4340 | F | train-clean-100  | 21.97 | kiwafruit
4344 | M | train-other-500  | 26.88 | Tadhg
4345 | M | train-other-500  | 23.32 | Richard Schipper
4350 | M | test-other       | 10.12 | willem
4352 | F | train-other-500  | 29.82 | Martina Hutchins
4356 | F | train-clean-360  | 25.07 | Patricia Rutledge
4358 | M | train-clean-360  | 25.11 | Kim Stich
4362 | F | train-clean-100  | 25.18 | Michelle Montano
4363 | F | train-clean-360  | 25.04 | Emily Livingston
4379 | M | train-other-500  | 30.01 | Scott Dahlem
4381 | F | train-clean-360  | 6.58  | Denise Resnik
4396 | F | train-other-500  | 30.07 | Michael Wolf
4397 | M | train-clean-100  | 25.06 | John Dennison
4402 | M | train-other-500  | 22.67 | Christopher Sanner
4406 | M | train-clean-100  | 25.12 | Matthew Scott Surprenant
4407 | M | train-other-500  | 21.73 | Ted Drury
4411 | F | train-other-500  | 27.13 | Zarnaz
4415 | F | train-other-500  | 12.54 | Anita Fleming
4420 | M | train-other-500  | 23.18 | Steve Lomas
4422 | F | train-other-500  | 30.05 | Kamna
4423 | M | train-other-500  | 25.86 | David Dwight
4425 | M | train-clean-360  | 17.73 | Gary Coy
4427 | F | train-clean-360  | 25.06 | Lynne Handler
4428 | M | train-other-500  | 20.43 | Blueoyster101
4433 | M | train-clean-360  | 12.83 | Ken Sterry
4434 | F | train-clean-360  | 25.03 | Sarah Nuxoll
4438 | M | train-clean-360  | 25.00 | Greg W.
4441 | M | train-clean-100  | 25.06 | William Peck
4442 | M | train-other-500  | 27.21 | Pep
4443 | F | train-other-500  | 30.09 | THOVO
4446 | F | test-clean       | 8.00  | Jen Maxwell
4447 | M | train-other-500  | 30.14 | Cascades
4455 | F | train-other-500  | 30.00 | Patrick Wells
4463 | F | train-other-500  | 29.36 | Cate Mackenzie
4474 | M | train-other-500  | 28.95 | John L. Clark
4480 | M | train-other-500  | 30.03 | Iskander Shafikov
4481 | F | train-clean-100  | 22.56 | margo zinberg
4484 | M | train-other-500  | 30.23 | Phil Griffiths
4487 | F | train-other-500  | 30.19 | Nienke
4490 | F | train-clean-360  | 25.01 | Rachel Weaver
4492 | F | train-other-500  | 30.11 | P.Hynes
4495 | M | train-clean-360  | 25.09 | Dillon Stiles
4507 | F | test-clean       | 8.05  | Rachel Nelson-Smith
4511 | F | train-other-500  | 25.81 | Jeanie
4513 | F | train-other-500  | 7.64  | Gabi
4515 | M | dev-other        | 10.00 | Doug
4519 | F | train-clean-360  | 22.04 | Mimi Wang
4520 | F | train-other-500  | 19.56 | Dorlene Kaplan
4535 | M | train-clean-360  | 24.62 | Brett W. Downey
4545 | M | train-other-500  | 30.01 | SunshinePaul
4546 | F | train-other-500  | 30.18 | Estelle Jobson
4549 | F | train-other-500  | 26.71 | Kristen Zaza
4563 | F | train-other-500  | 28.02 | Wiebke
4570 | M | dev-other        | 10.10 | Bill Mosley
4572 | M | dev-other        | 10.28 | om123
4576 | F | train-other-500  | 30.22 | Snaefaxi
4583 | M | train-other-500  | 27.07 | Jersey City Frankie
4586 | M | train-clean-360  | 25.05 | Chris Caron
4590 | M | train-clean-360  | 25.22 | Diapadion
4591 | M | train-other-500  | 23.65 | Robert White
4592 | F | train-clean-360  | 25.08 | WestWestest
4594 | M | train-other-500  | 28.76 | mailman61953
4595 | M | train-clean-360  | 25.13 | Eric Leach
4598 | F | train-clean-360  | 21.75 | cher0520
4599 | M | train-other-500  | 15.72 | xibu
4629 | M | train-clean-360  | 25.21 | Edward W. LaBonte
4640 | F | train-clean-100  | 25.06 | Karen Mason
4652 | F | train-other-500  | 9.07  | Savanna Herrold
4659 | M | train-other-500  | 30.00 | Stephen Marsh
4660 | F | train-other-500  | 30.12 | SusieSA
4667 | F | train-other-500  | 28.29 | Maria Therese
4680 | F | train-clean-100  | 25.15 | pachayes
4681 | M | train-clean-360  | 19.11 | Frank Adams
4687 | M | train-other-500  | 30.13 | mevans
4693 | M | train-other-500  | 30.25 | Robert Parker
4697 | F | train-other-500  | 28.58 | Jannie Meisberger
4699 | M | train-other-500  | 10.43 | Jason Justice
4701 | M | train-other-500  | 30.11 | CC
4703 | F | train-other-500  | 24.21 | HurstPP
4705 | M | train-other-500  | 30.06 | Algy Pug
4706 | F | train-other-500  | 28.48 | SallyMc
4710 | M | train-other-500  | 30.18 | David Huston
4712 | F | train-other-500  | 26.18 | Alisson Veldhuis
4719 | M | train-clean-360  | 22.99 | M. Craun
4731 | F | train-clean-360  | 25.27 | Becky Cook
4733 | M | train-clean-360  | 19.08 | dwegowy
4734 | M | train-clean-360  | 17.07 | Adib Masumian
4738 | M | train-other-500  | 29.33 | Leonard Wilson
4741 | M | train-other-500  | 22.64 | Nullifidian
4742 | F | train-other-500  | 11.24 | Little Tee
4744 | F | train-clean-360  | 25.15 | Amy Gramour
4748 | M | train-other-500  | 30.15 | Dirk Eichhorn
4750 | M | train-other-500  | 30.12 | Paul Huckerby
4757 | F | train-other-500  | 10.61 | Grace Dobson
4766 | F | train-other-500  | 19.73 | Melanie
4767 | M | train-other-500  | 19.26 | Delysid
4770 | F | train-clean-360  | 20.50 | Jeanne Luft
4771 | M | train-other-500  | 21.91 | scrawl
4773 | F | train-other-500  | 30.04 | Kathryn Lois
4779 | F | train-other-500  | 30.00 | Angel5
4788 | M | train-clean-100  | 25.04 | Bill Boerst
4791 | F | train-other-500  | 30.10 | MelanieMae
4799 | M | train-other-500  | 29.45 | Matt Judd
4800 | F | train-clean-360  | 25.14 | Mary Herndon Bell
4806 | M | train-clean-360  | 16.25 | Jason Ingolfsland
4807 | F | train-clean-360  | 16.73 | Fuzz
4813 | M | train-clean-100  | 25.12 | Steve Mattern
4821 | M | train-other-500  | 17.35 | Zachary Johnson
4824 | F | train-other-500  | 30.14 | meyerli
4830 | M | train-clean-100  | 24.05 | George Aalto
4831 | F | dev-other        | 10.07 | Lisa Meyers
4836 | M | train-other-500  | 23.06 | Preston Scrape
4837 | F | train-clean-360  | 21.92 | Sharon Kilmer
4839 | F | train-clean-360  | 25.06 | Julie K. Rose
4841 | F | train-other-500  | 26.21 | Haley Pereira
4846 | F | train-clean-360  | 19.94 | Kathrin Salazar
4848 | M | train-clean-360  | 25.09 | Dee Wykoff
4852 | M | test-other       | 10.20 | Arthur Piantadosi
4853 | F | train-clean-100  | 25.04 | Barbara Derksen
4854 | M | train-clean-360  | 25.20 | Doctor_wu
4856 | M | train-clean-360  | 25.04 | Steven Seitel
4859 | M | train-clean-100  | 20.37 | nathank
4860 | M | train-clean-360  | 20.58 | Jonah Cummings
4863 | M | train-other-500  | 30.16 | I M CLIFFORD
4872 | M | train-other-500  | 30.02 | R E Faust
4894 | M | train-other-500  | 20.97 | Gary Dzierlenga
4898 | M | train-clean-100  | 25.11 | greatbasinrain
4899 | F | train-clean-360  | 25.23 | Theresa L. Downey
4910 | F | train-other-500  | 21.56 | Amanda Martin Sandino
4915 | M | train-other-500  | 26.95 | Andrew Bowles
4926 | F | train-clean-360  | 25.21 | browneyedgirl32382
4930 | M | train-other-500  | 30.19 | Adrian Levitsky
4931 | M | train-other-500  | 18.71 | KevS
4936 | F | train-other-500  | 28.12 | jedopi
4945 | M | train-clean-360  | 25.07 | Charles RUHE
4948 | M | train-other-500  | 30.11 | Tom Barron
4955 | M | train-other-500  | 24.90 | Elwood Mott
4957 | F | train-clean-360  | 25.06 | P Moscato
4958 | M | train-other-500  | 16.99 | David P. Sroka
4959 | F | train-other-500  | 21.22 | Piper Hayes
4964 | F | train-other-500  | 25.18 | rashada
4965 | F | train-other-500  | 27.43 | Rachel Craig
4967 | F | train-clean-360  | 25.02 | Karen
4969 | M | train-other-500  | 30.07 | Garth Burton
4970 | F | test-clean       | 8.15  | airandwaters
4973 | M | train-clean-360  | 25.03 | Michael Lipschultz
4979 | M | train-other-500  | 22.72 | Eric
4991 | F | train-other-500  | 28.58 | Jacqueline (Jacqui) Grady
4992 | F | test-clean       | 8.21  | Joyce Martin
4993 | M | train-other-500  | 30.22 | BillMac
5000 | F | train-other-500  | 20.78 | Anna-Lisa Ott
5002 | M | train-clean-360  | 22.52 | Brendan Stallard
5005 | F | train-other-500  | 29.27 | pinhsien
5007 | F | train-clean-360  | 22.98 | Kathleen Nelson
5009 | M | train-other-500  | 30.12 | Michael Reuss
5012 | F | train-clean-360  | 25.06 | Morgan Schlicker
5013 | M | train-other-500  | 25.43 | Joseph Dsouza
5019 | F | train-other-500  | 29.72 | Sandra Estenson
5022 | F | train-clean-100  | 25.12 | Kathleen Costa
5023 | F | train-other-500  | 26.64 | Elizabeth Zaranka
5029 | F | train-clean-360  | 25.02 | Courtney Sandhu
5036 | F | train-other-500  | 27.42 | NicolaRuth
5038 | M | train-other-500  | 30.14 | John Kooz
5039 | F | train-clean-360  | 25.10 | Inga Parsons
5043 | M | train-other-500  | 30.25 | edbucks
5044 | F | train-other-500  | 22.47 | Andrea Keene
5045 | F | train-other-500  | 30.24 | Mounica
5049 | M | train-clean-100  | 25.08 | Bradley Smith
5054 | F | train-clean-360  | 25.13 | Denice Stradling
5060 | F | train-other-500  | 30.03 | Linda Moreau
5062 | F | train-clean-360  | 25.09 | E Ogston
5063 | F | train-clean-360  | 7.96  | susanfrom
5076 | M | train-other-500  | 30.19 | Jules Hawryluk
5077 | F | train-other-500  | 30.05 | Sandra G
5082 | F | train-other-500  | 30.11 | SummerWind
5092 | M | train-clean-360  | 25.24 | Josh Smith
5093 | F | train-clean-360  | 25.23 | Nicole Kay
5101 | F | train-other-500  | 23.83 | E.Lee
5104 | M | train-clean-100  | 25.03 | Chuck Burke
5105 | M | test-clean       | 8.12  | elongman
5115 | F | train-clean-360  | 25.01 | Terry Goodyer
5118 | M | train-other-500  | 30.13 | klbonds
5123 | M | train-clean-360  | 25.11 | wvthcomp
5126 | M | train-clean-360  | 25.06 | Tom Lennon
5132 | M | train-other-500  | 25.62 | David Stryker
5133 | F | train-clean-360  | 25.04 | Jo Karabasz
5136 | F | train-other-500  | 30.21 | Felicity C
5139 | F | train-clean-360  | 25.16 | Katine
5141 | M | train-other-500  | 30.17 | David Goldfarb
5142 | F | test-clean       | 8.07  | Mary Ballard-Johansson
5147 | M | train-clean-360  | 25.04 | Cody2
5152 | M | train-other-500  | 30.02 | Liam Neely
5154 | F | train-clean-360  | 22.28 | Danarra
5157 | M | train-clean-360  | 25.25 | drewmac
5163 | F | train-clean-100  | 23.57 | LilyAnne
5164 | F | train-other-500  | 30.09 | Vsilverlining
5172 | M | train-other-500  | 15.94 | Equilibrium33
5181 | M | train-other-500  | 28.26 | Joel Nisbet
5183 | M | train-other-500  | 30.09 | Kenneth Sergeant Gaghan
5185 | M | train-other-500  | 27.52 | okei
5186 | M | train-clean-360  | 25.00 | Brendan Brown
5189 | M | train-clean-360  | 25.25 | Samanem
5190 | M | train-clean-360  | 25.15 | Rom Maczka
5192 | M | train-clean-100  | 24.14 | Jason Esteves
5198 | M | train-other-500  | 25.89 | Brian
5199 | F | train-other-500  | 21.67 | Diana Fast
5206 | M | train-clean-360  | 25.07 | Simon Dexter
5217 | F | train-other-500  | 4.25  | Anqi Wang
5220 | F | train-other-500  | 30.03 | Mary Schneider
5224 | M | train-other-500  | 29.58 | Matt Soar
5230 | F | train-other-500  | 26.89 | Aubrey Anne
5233 | F | train-other-500  | 17.95 | summerdaze
5239 | M | train-clean-360  | 25.05 | compozr
5242 | M | train-clean-360  | 22.52 | Michael Monhollon
5244 | F | train-other-500  | 29.49 | Carolin Ksr
5245 | M | train-other-500  | 26.36 | Dymmesdale
5246 | M | train-clean-360  | 22.77 | Mike Bloomfield
5248 | M | train-other-500  | 30.23 | Don Stirno
5252 | M | train-other-500  | 30.14 | Michael Deng
5261 | M | train-clean-360  | 25.14 | Ali Kazerani
5266 | F | train-clean-360  | 23.87 | Jill
5269 | F | train-other-500  | 4.84  | Elizabeth Barr
5271 | F | train-other-500  | 24.92 | Amanda
5278 | M | train-other-500  | 29.66 | Mike Harris
5280 | M | train-other-500  | 30.05 | penboy7000
5285 | F | train-other-500  | 30.07 | Sweetlilbirdy
5287 | F | train-other-500  | 23.96 | adsum iam
5290 | F | train-clean-360  | 25.04 | Natalie
5293 | M | train-clean-360  | 21.97 | Ned Troxel
5296 | F | train-other-500  | 22.97 | Joselyn Hasty
5299 | F | train-other-500  | 28.69 | Becky Doughty
5304 | M | train-clean-360  | 21.08 | Don W. Jenkins
5319 | M | train-clean-360  | 25.13 | Guero
5321 | M | train-other-500  | 29.97 | Adam Whybray
5322 | M | train-clean-100  | 25.03 | Jay Bidal
5325 | M | train-other-500  | 18.83 | Rory Lawton
5328 | M | train-other-500  | 28.14 | Nathan Jordan
5333 | M | train-clean-360  | 25.07 | Robert Fletcher
5337 | F | train-clean-360  | 23.43 | Danielle
